15:10:37.869 INFO  manager.ApplicationManager - All tests rus in Chrome Browser
15:10:38.768 INFO  manager.ApplicationManager - The link --->https://telranedu.web.app/home
15:10:38.787 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
15:10:43.885 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
15:10:43.886 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/login']
15:10:43.905 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/login']
15:10:43.912 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (6ce10d73298c0664857f8d73adbfe541)] -> css selector: a[href='/login']]
15:10:43.966 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (6ce10d73298c0664857f8d73adbfe541)] -> css selector: a[href='/login']]
15:10:43.966 INFO  manager.HelperBase - Open form by click button with locator By.cssSelector("a[href='/login']
15:10:43.967 INFO  manager.ListenerWD - Before find element: By.name: email
15:10:43.998 INFO  manager.ListenerWD - element found success: By.name: email
15:10:43.998 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (6ce10d73298c0664857f8d73adbfe541)] -> name: email]
15:10:44.032 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (6ce10d73298c0664857f8d73adbfe541)] -> name: email]
15:10:44.196 INFO  manager.ListenerWD - Before find element: By.xpath: //input[last()]
15:10:44.213 INFO  manager.ListenerWD - element found success: By.xpath: //input[last()]
15:10:44.214 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (6ce10d73298c0664857f8d73adbfe541)] -> xpath: //input[last()]]
15:10:44.243 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (6ce10d73298c0664857f8d73adbfe541)] -> xpath: //input[last()]]
15:10:44.379 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Login']
15:10:44.402 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Login']
15:10:44.402 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (6ce10d73298c0664857f8d73adbfe541)] -> xpath: //button[text()='Login']]
15:10:44.434 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (6ce10d73298c0664857f8d73adbfe541)] -> xpath: //button[text()='Login']]
15:10:44.448 INFO  tests.TestBase - Name of method ---> addContactSuccessAllFields
15:10:44.450 INFO  tests.TestBase - Tests run with data: --->Contact(name=Tony, lastName=Stark, email=stark@gmail.com, address=NY, phone=356594645687, description=all fields)
15:10:44.451 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/add']
15:10:45.419 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/add']
15:10:45.419 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (6ce10d73298c0664857f8d73adbfe541)] -> css selector: a[href='/add']]
15:10:45.467 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (6ce10d73298c0664857f8d73adbfe541)] -> css selector: a[href='/add']]
15:10:45.467 INFO  manager.ListenerWD - Before find element: By.cssSelector: [placeholder='Name']
15:10:45.486 INFO  manager.ListenerWD - element found success: By.cssSelector: [placeholder='Name']
