15:12:07.595 INFO  manager.ApplicationManager - All tests rus in Chrome Browser
15:12:08.188 INFO  manager.ApplicationManager - The link --->https://telranedu.web.app/home
15:12:08.211 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Sign Out']
15:12:13.231 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Sign Out']
15:12:13.232 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/login']
15:12:13.251 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/login']
15:12:13.256 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (bee95fb9b5c3caf8cebb0ce21f2cc074)] -> css selector: a[href='/login']]
15:12:13.319 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (bee95fb9b5c3caf8cebb0ce21f2cc074)] -> css selector: a[href='/login']]
15:12:13.319 INFO  manager.HelperBase - Open form by click button with locator By.cssSelector("a[href='/login']
15:12:13.319 INFO  manager.ListenerWD - Before find element: By.name: email
15:12:13.342 INFO  manager.ListenerWD - element found success: By.name: email
15:12:13.342 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (bee95fb9b5c3caf8cebb0ce21f2cc074)] -> name: email]
15:12:13.382 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (bee95fb9b5c3caf8cebb0ce21f2cc074)] -> name: email]
15:12:13.545 INFO  manager.ListenerWD - Before find element: By.xpath: //input[last()]
15:12:13.558 INFO  manager.ListenerWD - element found success: By.xpath: //input[last()]
15:12:13.558 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (bee95fb9b5c3caf8cebb0ce21f2cc074)] -> xpath: //input[last()]]
15:12:13.593 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (bee95fb9b5c3caf8cebb0ce21f2cc074)] -> xpath: //input[last()]]
15:12:13.755 INFO  manager.ListenerWD - Before find element: By.xpath: //button[text()='Login']
15:12:13.777 INFO  manager.ListenerWD - element found success: By.xpath: //button[text()='Login']
15:12:13.777 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (bee95fb9b5c3caf8cebb0ce21f2cc074)] -> xpath: //button[text()='Login']]
15:12:13.811 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (bee95fb9b5c3caf8cebb0ce21f2cc074)] -> xpath: //button[text()='Login']]
15:12:13.826 INFO  tests.TestBase - Name of method ---> addContactSuccessAllFields
15:12:13.829 INFO  tests.TestBase - Tests run with data: --->Contact(name=Tony, lastName=Stark, email=stark@gmail.com, address=NY, phone=356594645687, description=all fields)
15:12:13.829 INFO  manager.ListenerWD - Before find element: By.cssSelector: a[href='/add']
15:12:14.738 INFO  manager.ListenerWD - element found success: By.cssSelector: a[href='/add']
15:12:14.738 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (bee95fb9b5c3caf8cebb0ce21f2cc074)] -> css selector: a[href='/add']]
15:12:14.787 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (bee95fb9b5c3caf8cebb0ce21f2cc074)] -> css selector: a[href='/add']]
15:12:14.787 INFO  manager.ListenerWD - Before find element: By.cssSelector: [placeholder='Name']
15:12:14.807 INFO  manager.ListenerWD - element found success: By.cssSelector: [placeholder='Name']
15:12:14.807 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (bee95fb9b5c3caf8cebb0ce21f2cc074)] -> css selector: [placeholder='Name']]
15:12:14.865 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (bee95fb9b5c3caf8cebb0ce21f2cc074)] -> css selector: [placeholder='Name']]
15:12:14.985 INFO  manager.ListenerWD - Before find element: By.cssSelector: [placeholder='Last Name']
15:12:15.002 INFO  manager.ListenerWD - element found success: By.cssSelector: [placeholder='Last Name']
15:12:15.002 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (bee95fb9b5c3caf8cebb0ce21f2cc074)] -> css selector: [placeholder='Last Name']]
15:12:15.039 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (bee95fb9b5c3caf8cebb0ce21f2cc074)] -> css selector: [placeholder='Last Name']]
15:12:15.179 INFO  manager.ListenerWD - Before find element: By.cssSelector: [placeholder='Phone']
15:12:15.211 INFO  manager.ListenerWD - element found success: By.cssSelector: [placeholder='Phone']
15:12:15.211 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (bee95fb9b5c3caf8cebb0ce21f2cc074)] -> css selector: [placeholder='Phone']]
15:12:15.260 INFO  manager.ListenerWD - done method click on element[[ChromeDriver: chrome on WINDOWS (bee95fb9b5c3caf8cebb0ce21f2cc074)] -> css selector: [placeholder='Phone']]
15:12:15.402 INFO  manager.ListenerWD - Before find element: By.cssSelector: [placeholder='email']
15:12:15.423 INFO  manager.ListenerWD - element found success: By.cssSelector: [placeholder='email']
15:12:15.423 INFO  manager.ListenerWD - start method click on element[[ChromeDriver: chrome on WINDOWS (bee95fb9b5c3caf8cebb0ce21f2cc074)] -> css selector: [placeholder='email']]
